restaurant_id,name
5570f889-7547-49c6-a809-8db85622a0a7,Cheese and Charcuterie
5570f889-7547-49c6-a809-8db85622a0a7,Petiscos
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Hot Teas
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Iced Teas
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Cold Drinks
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Hot Breakfast
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Bakery
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Hot Coffees
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Hot Drinks
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Frappuccino® Blended Beverages
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Cold Coffees
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Lunch
9c69518d-0c85-459a-8249-1e7f0d02b0d4,Snacks & Sweets
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Starters
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Soup & Salads
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,The Nash Favorites
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Handheld Classics
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Pizza & Pasta
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Steaks & Chops
8f9b6f1b-3101-4510-90c9-a5274a3df0b8,Sides
0ca69ece-38ad-4109-9302-48e9041fbe32,Desserts
307ddb07-fda5-4b99-ba2f-264fc831eef1,Fresh Pastas
307ddb07-fda5-4b99-ba2f-264fc831eef1,Sandwiches & Calzones
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Soups
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Salads
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Appetizer
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Rice Platters
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Stir-Fried Noodles
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Beef & Pork Wok Combos
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Chicken - Wok Combinations
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Shrimp - Wok Combinations
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,Vegetarian - Wok Combinations
074060f7-a1cc-4b0f-bcef-0bf9eb0213fb,V-Bowls Vermicelli
06ba513c-15d1-4591-a31a-54d4df00ac81,Side Order
a45593e9-2f36-4587-8c1f-68e964f800ee,Cookies
f453d18d-f9d4-4593-a6ce-ba0921963e6c,Lunch Combo Meals
f453d18d-f9d4-4593-a6ce-ba0921963e6c,Sandwiches
f453d18d-f9d4-4593-a6ce-ba0921963e6c,Chef's Entrees
27ace678-1701-4372-bda5-f46212c9533e,Quesos Flameados
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Build It Burritos and Bowls
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Fast Pack - 8 Packs
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Donut Holes & More
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Limited Time
5fc29fd4-1e82-40aa-a5b6-490c42d172eb,Appetizers
5fc29fd4-1e82-40aa-a5b6-490c42d172eb,Entrées
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Combo Meals
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Sauces & Salsas
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Amigos Items
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Kings Items
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Sides
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Kids’ Meals
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Fast N Frosty
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Drinks
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Kopeli Coffee
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Fast Pack - 8 Pack Grab & Go
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Breakfast Combo Meals
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Breakfast Items
93a74d59-22b1-46bd-86c2-0194db5ad598,baked goods
d2591b22-5483-4e43-a94c-25b865764b19,Thursday Plates
d2591b22-5483-4e43-a94c-25b865764b19,Desserts
ff06915c-f8a1-4e1c-ac57-d31ebb61689d,Lunch Combos
6aa417fb-6045-47d1-a82f-d82ccd0bb6de,Signature Subs
1e25b426-2225-486e-a086-59a6343aa2ac,Salads & Soups
1e25b426-2225-486e-a086-59a6343aa2ac,Fresh Bakes
9b693a22-7d43-4d4a-9e56-ef5221d7f1d0,Food Menu
c3cb6a37-488e-4faa-a338-b1d940b21965,Insalate
24b8027b-abab-4f2e-9d92-36d976c61d79,Cold Appetizers / xíao caì
24b8027b-abab-4f2e-9d92-36d976c61d79,Soups / tāng lèi
24b8027b-abab-4f2e-9d92-36d976c61d79,Rice and Noodles / fàn yú mìan lèi
24b8027b-abab-4f2e-9d92-36d976c61d79,Vegetarian / caì leì
24b8027b-abab-4f2e-9d92-36d976c61d79,Meats / ròu lèi
24b8027b-abab-4f2e-9d92-36d976c61d79,Doughs / mìan shí
24b8027b-abab-4f2e-9d92-36d976c61d79,Poultry
24b8027b-abab-4f2e-9d92-36d976c61d79,Beef
24b8027b-abab-4f2e-9d92-36d976c61d79,Pork
24b8027b-abab-4f2e-9d92-36d976c61d79,Seafood
24b8027b-abab-4f2e-9d92-36d976c61d79,Sweets / tìan dǐan
f980a2ee-576f-4c4b-957c-24e7ce869d76,SOUPS & SALADS
f980a2ee-576f-4c4b-957c-24e7ce869d76,ENTRÉE
d50fccdd-024c-43e4-a801-e7c2abaadbbc,Fries
72bb28e8-fce1-421d-8f5c-34bc77ee148b,Food
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Croissants
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Haus Favorites
1e632518-ee30-4a71-b3d6-04b985580960,Breakfast Tacos
1e632518-ee30-4a71-b3d6-04b985580960,Breakfast Sandwiches
850eb42a-2275-4750-a184-131ad92c5443,Breads
850eb42a-2275-4750-a184-131ad92c5443,Cookies
850eb42a-2275-4750-a184-131ad92c5443,Sweet Pastries
dd933a25-24ad-4652-acbd-6b54ea0c4649,Lunch
850eb42a-2275-4750-a184-131ad92c5443,Savory Pastries
dd933a25-24ad-4652-acbd-6b54ea0c4649,Kid'S Stuff
850eb42a-2275-4750-a184-131ad92c5443,Cake by the Slice
dd933a25-24ad-4652-acbd-6b54ea0c4649,Add-Ons And Sides
34a833d5-fe71-434a-841f-1c8d40a3e9c7,Desserts
b7b91b39-f841-47cf-8172-07a41d9dc238,Breakfast Tacos
3ed4a692-88e4-452e-994a-f87ba1301ee5,Brekkie All Day
3ed4a692-88e4-452e-994a-f87ba1301ee5,Pastries & Snacks
e5340482-0fa4-4560-bb66-390e16b019fa,Single Cupcakes
e5ca8807-295f-4f94-9c44-a08097a6271c,Savory
e5ca8807-295f-4f94-9c44-a08097a6271c,Desserts
f56b006e-33fe-463b-b011-67d844fa0cb3,Beverages
f56b006e-33fe-463b-b011-67d844fa0cb3,Cactus Plant Flea Market Box
f56b006e-33fe-463b-b011-67d844fa0cb3,Combo Meals
f56b006e-33fe-463b-b011-67d844fa0cb3,Most Popular
f56b006e-33fe-463b-b011-67d844fa0cb3,McNuggets & Meals
f56b006e-33fe-463b-b011-67d844fa0cb3,Fries
f56b006e-33fe-463b-b011-67d844fa0cb3,Sweets & Treats
f56b006e-33fe-463b-b011-67d844fa0cb3,McCafé® Coffees
f56b006e-33fe-463b-b011-67d844fa0cb3,McCafé Bakery
43110922-7d3c-428d-94b1-58e89c271ecf,Breakfast
476c7b93-c4d7-485f-9044-97d5f501e97b,Meals (pm)
43110922-7d3c-428d-94b1-58e89c271ecf,Sides
91db9574-51f5-4767-ad6e-88ec05dc167c,Subway® Series
476c7b93-c4d7-485f-9044-97d5f501e97b,Sides
476c7b93-c4d7-485f-9044-97d5f501e97b,Beverages
476c7b93-c4d7-485f-9044-97d5f501e97b,Breakfast Meals
91db9574-51f5-4767-ad6e-88ec05dc167c,Classic Sandwiches
476c7b93-c4d7-485f-9044-97d5f501e97b,Breakfast Beverages
476c7b93-c4d7-485f-9044-97d5f501e97b,Breakfast Sides
91db9574-51f5-4767-ad6e-88ec05dc167c,Fresh Melts®
91db9574-51f5-4767-ad6e-88ec05dc167c,Breakfast
720b1cdf-ad19-44df-8efc-86b6e5679fd5,Donuts
720b1cdf-ad19-44df-8efc-86b6e5679fd5,Croissants
720b1cdf-ad19-44df-8efc-86b6e5679fd5,Beverage
9f4ed18f-73c9-4706-b4ba-fe31e2401d45,All Day Breakfast
720b1cdf-ad19-44df-8efc-86b6e5679fd5,Kolaches
f74f500d-c3c8-44e3-b41b-fa2e8f694361,Breakfast
6cd854d8-fbb2-448a-93dd-cdeea697fc38,Featured Items
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Beef Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Pork Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Chicken Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Seafood Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Vegetarian Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,"Salads, Bowls, & Soup"
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Family Packs
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Breakfast Tacos
f9fbc7eb-f8df-4078-bd18-d07ee38b91b1,Drinks
3ed4a692-88e4-452e-994a-f87ba1301ee5,Coffee Boxes
8d59c735-4d7b-4712-86f3-9eb814988243,Family Meals
8d59c735-4d7b-4712-86f3-9eb814988243,Torta
c8d80e3f-5ba2-4c6b-b39e-6ae3b7420b6f,Family/Group Meals
c8d80e3f-5ba2-4c6b-b39e-6ae3b7420b6f,Limited Time Offers
c8d80e3f-5ba2-4c6b-b39e-6ae3b7420b6f,Breakfast
c8d80e3f-5ba2-4c6b-b39e-6ae3b7420b6f,Taco Boxes
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Grab And Go Cooler
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Haus Drinks
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Sides
f99a29c8-d267-4d20-b1bd-cfab45b90a21,Specialty Kolache
a79af9a7-d8cc-4199-82da-8c02307f6c4a,Appetizers
1e632518-ee30-4a71-b3d6-04b985580960,Tacos
0ca69ece-38ad-4109-9302-48e9041fbe32,Tacos & Mas
0ca69ece-38ad-4109-9302-48e9041fbe32,Morning Tacos & Chilaquiles
0ca69ece-38ad-4109-9302-48e9041fbe32,Start Your Day With Teleras
0ca69ece-38ad-4109-9302-48e9041fbe32,Morning Drinks
0ca69ece-38ad-4109-9302-48e9041fbe32,Packs
0ca69ece-38ad-4109-9302-48e9041fbe32,Drinks Sin Alcohol
a771ca5a-32a4-4dca-889e-0731f4727567,Desserts
a771ca5a-32a4-4dca-889e-0731f4727567,Beverages
f9932228-1be9-400f-b772-521fc49f64bd,Macarons
f9932228-1be9-400f-b772-521fc49f64bd,"Flatbreads
"
f9932228-1be9-400f-b772-521fc49f64bd,"Scones
"
0ef5d1d0-5b9b-4458-aeaa-4dc2bd020d69,Savory
0ef5d1d0-5b9b-4458-aeaa-4dc2bd020d69,Sweets
357211bc-238e-4463-9077-3305b1a98a02,Entrees
1a3bed31-e2be-403e-ab46-f6f4f3d485f7,All Day Menu
1a3bed31-e2be-403e-ab46-f6f4f3d485f7,Dessert
166e23bf-c89d-4fcd-a8f4-bd7936c4a55d,Brunch
166e23bf-c89d-4fcd-a8f4-bd7936c4a55d,Brunch Sides
166e23bf-c89d-4fcd-a8f4-bd7936c4a55d,Brunch Special
da9a95c7-65a0-41df-a6af-7c158fd200e0,A la carte Protein Menu
8dea939e-395c-4be4-8665-2f94c34b0435,Appertizer
b941713a-fb76-464e-b2ba-7c26277fe78a,Drinks (S)
b941713a-fb76-464e-b2ba-7c26277fe78a,Drinks (WD)
b941713a-fb76-464e-b2ba-7c26277fe78a,Drinks (WE)
3173e4e2-ed14-42f8-93dc-81b2c65eb5a9,Soups
05a6a06f-684c-461c-a9a2-6dd84dc06509,Legim
05a6a06f-684c-461c-a9a2-6dd84dc06509,Sides
05a6a06f-684c-461c-a9a2-6dd84dc06509,Drinks
05a6a06f-684c-461c-a9a2-6dd84dc06509,Kreyol Wings 
05a6a06f-684c-461c-a9a2-6dd84dc06509,Fritay Special /Friday & Saturday Only 
47a38def-774a-4e1e-82f7-68f04e79a4e9,Pita Wraps
47a38def-774a-4e1e-82f7-68f04e79a4e9,Desserts
47a38def-774a-4e1e-82f7-68f04e79a4e9,Dips
714c9a39-e738-4990-a034-796909163dca,Pulutan
1f546eaa-7520-417b-af9b-45c317d4da5f,Plates
1f546eaa-7520-417b-af9b-45c317d4da5f,Odds + Ends
7efebc1a-2888-4e7c-b897-bd52228b5af0,Aguas Frescas & More
1f5a8390-51e5-4027-b344-5f6af3333ec7,Big City Margaritas
a6ac5dd0-3fe1-498c-904e-d9e9c890dc19,Soups
2ee1d7a3-d839-4472-8524-176ae7461a2d,Burgers
2ee1d7a3-d839-4472-8524-176ae7461a2d,Southern Comfort Food
659421d8-118c-4277-8ade-6968fd43ae08,Appetizers
d3e2d381-59eb-4020-aeca-7b35bf81992f,Bar Food
d3e2d381-59eb-4020-aeca-7b35bf81992f,Sandwiches
d3e2d381-59eb-4020-aeca-7b35bf81992f,Rice Bowls
d3e2d381-59eb-4020-aeca-7b35bf81992f,Meat Plates
b4eca838-c446-4b17-8b98-c829f4ef76d1,Appetizers
b4eca838-c446-4b17-8b98-c829f4ef76d1,Desserts
668dac58-b717-4aa3-8730-c1bda23357f7,INSALATA   TAKEOUT
f6cdbae5-aa62-418f-983d-c56d2f646d28,Appetizers
f6cdbae5-aa62-418f-983d-c56d2f646d28,Desserts
1417a36a-3f8b-4879-bfb4-1790f9688fba,Mac & Cheese Bowls
a386ca00-0cd2-44c0-b2f5-182d594b8e80,Appetizers
a386ca00-0cd2-44c0-b2f5-182d594b8e80,Drinks
87f5cac3-4823-4011-aab3-9d31291983f8,Pints
074ded03-ab55-4b40-9723-e8f9696fd5ff,Breakfast Plates
074ded03-ab55-4b40-9723-e8f9696fd5ff,Breakfast Tacos
074ded03-ab55-4b40-9723-e8f9696fd5ff,Omelettes
074ded03-ab55-4b40-9723-e8f9696fd5ff,Breakfast Sandwich
074ded03-ab55-4b40-9723-e8f9696fd5ff,Breakfast Tortas
42292510-29ec-445c-a21c-544ad72c8d03,Morning Favorites
42292510-29ec-445c-a21c-544ad72c8d03,Drinks
96472472-89c0-4251-bb78-719f115de2d3,Salades & Soupes
a8939b6e-bf9e-4da0-ae3e-d7e8671ac19b,Signature Sandwiches
a8939b6e-bf9e-4da0-ae3e-d7e8671ac19b,Deli Sandwiches
a8939b6e-bf9e-4da0-ae3e-d7e8671ac19b,Gourmet Breakfast Specialties
0cced5ac-1707-4a37-983c-52980c4e6858,Potstickers
3ec526ab-b324-484c-9909-c96f77baed0f,Combo Meals
3ec526ab-b324-484c-9909-c96f77baed0f,Chicken Tenders
3ec526ab-b324-484c-9909-c96f77baed0f,Bone In Wings
3ec526ab-b324-484c-9909-c96f77baed0f,Chicken Sandwiches
3ec526ab-b324-484c-9909-c96f77baed0f,Breakfast 
3ec526ab-b324-484c-9909-c96f77baed0f,Desserts
3ec526ab-b324-484c-9909-c96f77baed0f,Sides
95ac754e-44cd-49b7-a900-199e782a047c,SHAREABLE STARTERS
95ac754e-44cd-49b7-a900-199e782a047c,GRILL
95ac754e-44cd-49b7-a900-199e782a047c,SOUPS
95ac754e-44cd-49b7-a900-199e782a047c,SALADS
95ac754e-44cd-49b7-a900-199e782a047c,PASTAS
95ac754e-44cd-49b7-a900-199e782a047c,BURGERS & SANDWICHES
95ac754e-44cd-49b7-a900-199e782a047c,ENTREES & TACOS
95ac754e-44cd-49b7-a900-199e782a047c,KIDS MENU
95ac754e-44cd-49b7-a900-199e782a047c,DESSERTS & PASTRIES
95ac754e-44cd-49b7-a900-199e782a047c,BREAKFAST
95ac754e-44cd-49b7-a900-199e782a047c,BREAKFAST SIDES
77b9776e-ffd8-465d-b903-6573a036d672,Mains
77b9776e-ffd8-465d-b903-6573a036d672,Salads
77b9776e-ffd8-465d-b903-6573a036d672,Childish
77b9776e-ffd8-465d-b903-6573a036d672,Desserts
77b9776e-ffd8-465d-b903-6573a036d672,Catering
77b9776e-ffd8-465d-b903-6573a036d672,Drinks
77b9776e-ffd8-465d-b903-6573a036d672,Wine
77b9776e-ffd8-465d-b903-6573a036d672,Cocktails
b5350fa7-bbc3-4143-af02-2efeb6435926,Sandwiches
b5350fa7-bbc3-4143-af02-2efeb6435926,Flatbread Pizzas
b5350fa7-bbc3-4143-af02-2efeb6435926,Raw
b5350fa7-bbc3-4143-af02-2efeb6435926,Pancakes
b7b91b39-f841-47cf-8172-07a41d9dc238,Beverage And Grab N Go
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Dessert
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Breakfast
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Sides
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Salsa
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Drinks
e9b9d043-0c5c-4f34-a595-dfdf70aa0bde,Kids Drinks
a0198cf3-a0cf-4eb8-a1f7-217d8985ddca,Featured Items
4d1e8807-9ef0-4cdd-b1ac-1b4b5f69e2e1,Dessert
1e25b426-2225-486e-a086-59a6343aa2ac,Natural Lattes
d5bc89fb-d42f-4c2a-8b7c-5da8e9064450,Italian Ice Pints
552e1620-380b-4b7c-82f1-57cac478febd,Vegan Soft Serve
552e1620-380b-4b7c-82f1-57cac478febd,Citrus & Fruit Juices
2f02f3db-b4d0-4641-8749-0414eb125380,Lunch and Dinner
7da3280b-9ab7-4ad4-93cb-fb2f8ada6ea7,Desserts
1fbb0be8-f722-4f20-9d99-702bc3fd6bb2,Desserts
665d3fd9-1e5c-4ec1-ac77-ab00e73d1113,Sides
23116857-d8a2-4b73-aee2-44afd7e716a5,Limited Time Offer
23116857-d8a2-4b73-aee2-44afd7e716a5,Platters
dd933a25-24ad-4652-acbd-6b54ea0c4649,Sides
dd933a25-24ad-4652-acbd-6b54ea0c4649,Speciality Drinks
5d4c90e1-c06c-492e-ab6c-022dc7aae8a7,Desserts
3351637e-f579-46d3-b242-293002561a6e,Pick Me Up
a2a78cf4-8013-48db-b00f-d706f5616322,Soup
a5a004ba-45e1-44df-bad2-27e59a20430a,Rakkan Ramen Rice Bowl
7ef76fe3-364d-43fe-80a4-449ef1fbce9e,Plates
7640192e-9d35-4f0b-ae00-8a3b302f37b9,Coffee
7640192e-9d35-4f0b-ae00-8a3b302f37b9,Tea & Juice
4f9f7426-c72b-4626-a976-1f7d46441083,To Go Bar
